prevailing_wage,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,has_job_experience_Y,requires_job_training_Y,no_of_employees_Medium_Sized(2500-7500employees),no_of_employees_Large_Sized(>75000employees),yr_of_estab_Newer_Estab(>1990),region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Not_Hourly,full_time_position_Y
18203.9,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
12955.69,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
84286.71,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
40068.94,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
45112.14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
89119.86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
45179.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
82538.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
43577.33,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
72723.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
79667.83,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
8856.51,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
84129.33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
10566.76,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9239.88,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
126724.78,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
70087.12,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
707.13,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
108736.26,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
140313.93,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
43843.61,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
138005.15,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
174695.96,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
66223.79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
12777.804,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5183.0688,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
105779.03,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
47605.26,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
46630.859599999996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
63646.96,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
78408.77,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
48237.009600000005,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
63445.87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
26215.79,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
12905.43,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
84917.76,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
91404.59,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
71034.56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
74187.59,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
62032.26,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
120023.39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
96094.22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
68925.14,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
131945.47,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9662.34,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
85546.83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
120139.85,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
51865.43,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
88980.92,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
41579.85,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
72648.51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
92096.84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
15284.02,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
76979.93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
15569.23,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
120899.75,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
86846.51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
40494.27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
151275.66,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
2103.96,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
128877.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
151791.14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
102202.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
78230.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
102853.93,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
1199.1147999999998,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
108869.01,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
56619.47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
85151.06,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1
119477.18,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
136180.62,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
85050.38,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
98646.48,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
104054.69,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
112602.99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
29894.29,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
172291.41,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
105260.25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
153235.36,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
152568.81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
163800.18,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
25490.306399999998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
199705.42,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
101740.57,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
41933.57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
78447.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
37709.63,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1
85173.65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
77155.86,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
66566.56,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
49179.36,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
8198.32,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
69828.92,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
56651.12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
72268.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
177367.55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
16502.53,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
109923.43,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
100830.21,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
29966.84,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
18527.01,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
66285.81,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
46693.54,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
86619.71,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
67680.11,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
82958.83,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
211819.51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
82638.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
123374.86,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
84708.07,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
63686.32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
69510.45,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
34740.11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
156419.98,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
69246.29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1464.13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
56608.48,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
33282.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
142821.19,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1
67655.16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
85690.49,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
11831.65,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
64245.75,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
74870.76,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
158421.51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3072.4668,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
60562.68,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1
86266.26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
45903.53,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
76314.51,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
93418.08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
30589.06,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
5350.58,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
48780.01,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
6473.48,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
31645.587999999996,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
107350.73,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
18842.63,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
138472.52,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6519.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2318.9556000000002,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
3373.94,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
18482.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
115240.75,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
83353.73,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
82804.13,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
99883.44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
65823.36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
46032.24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
22848.67,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
69632.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
62183.19,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
123748.04,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
36210.29,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
30574.11,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
42419.85,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
112767.32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
89707.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
115782.91,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
49694.164000000004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
77936.78,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
160556.98,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
4612.1816,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
84216.35,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
81815.94,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
87767.77,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
49087.04,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
19399.04,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
61727.55,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
38451.9668,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
126123.79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
86434.1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
66559.73,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
15962.6688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
24905.66,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
101275.84,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
38970.85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
84088.75,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
72436.27,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
24229.92,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
26188.23,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
111219.31,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
80866.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
19843.574399999998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
7644.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
33778.48,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1
29289.56,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
124457.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
18193.23,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
46143.35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
45531.89,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
68102.53,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
102888.14,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1
4001.26,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
122814.02,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
64201.33,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
98800.62,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
120852.02,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
17030.58,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
72900.32,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
73292.59,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
86905.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
57490.42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
100320.38,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
62078.16,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1
189007.33,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0
81213.69,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
84161.73,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
183995.66,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55386.31,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
62708.56,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
31005.69,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
191601.56,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1114.02,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
17770.557999999997,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
31345.01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
50563.16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
50316.07,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
42983.15,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
42352.73,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1
9008.48,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
70910.04,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
158188.88,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
135769.05,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
54215.88,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
36518.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
130008.73,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
97198.93,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
82766.78,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
100802.96,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
123961.78,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
136237.62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
113314.44,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
145208.38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
105602.32,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
135611.51,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
22053.19,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
41706.32,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
56467.56,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
18046.09,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
36727.92,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
62148.05,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
51811.23,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
87458.58,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1
255674.94,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
43779.72,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
47932.09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
70015.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
27854.5488,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
37860.98,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
99685.31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
117528.36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
31407.2668,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
136961.84,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
111600.89,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
100536.97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
35918.04,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
157947.64,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
87359.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
116740.74,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
56320.11,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
114049.59,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
27868.729199999998,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
99013.63,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
44177.75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
99803.6,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
91519.88,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1
42111.36,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
84555.48,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
140996.5,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
17907.266,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
114540.58,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
28759.98,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
19181.32,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
50177.59,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
22489.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
49038.24,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1
91292.18,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
7855.31,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
43756.51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
39100.95,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
6175.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
32037.9,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
100138.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
74782.43,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
8018.85,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
65492.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
22396.69,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
127535.86,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
31681.96,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
24022.13,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
100775.71,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
38528.63,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
132241.21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
88399.65,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
64699.08,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
83540.67,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
136714.22,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
120032.46,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
44725.29,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
13334.71,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1
78447.05,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
84650.77,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
105894.46,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
152860.14,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
52207.77,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1
108362.46,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
155760.44,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
25210.07,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
71491.69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
79609.23,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
34449.58,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
22366.41,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
44305.097200000004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
43524.76,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
138469.16,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
44816.71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
259083.16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
89795.56,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
